position COMBINED_rate(cM/Mb) Genetic_Map(cM)
14431347 8.0969920631262 0
14432618 8.13151978955012 0.0102912769122334
14433624 8.13196693718614 0.0184715858205208
14433659 8.13262480427772 0.0187562046633223
14433758 8.12960594753954 0.0195613345189458
14434713 8.02477179402559 0.0273251081988461
14434960 8.02692050850737 0.0293072268319704
14435070 5.68314838223086 0.0301901880879062
14435171 5.68596505729921 0.0307641860745115
14435207 5.68961975412486 0.0309688808165743
14439734 4.41941852238405 0.0567257894434975
14441016 4.41835943726855 0.0623914839891939
14441342 4.42036463716359 0.0638318691657434
14449374 4.31059402928574 0.0993362379314413
14452292 4.29860710991718 0.111914551308897
14456927 4.29929680138462 0.131838595263363
14459493 4.29908983008328 0.142870590855716
14479437 4.31145614877131 0.228611638426897
14480059 4.32474254697679 0.231293364151433
14482325 4.32826441293623 0.241093230762882
14483902 4.32803414431906 0.247918903742083
14490036 4.32802160325755 0.274467065183336
14492336 4.33315937159848 0.284421514870828
14516814 4.34766740791544 0.390488589968816
14520628 4.3932403424178 0.407070593462605
14553179 4.39671857417452 0.550074959848647
14581033 4.39671857417452 0.672541159013704
14607431 4.40611085477568 0.788605735934763
14611423 4.4064287716869 0.806194930467028
14632600 4.41026503792708 0.899509872565041
14647521 4.41423242730087 0.965315437195951
14674110 4.411614753009 1.08268546320545
14691970 4.41360425774386 1.16147690269419
14718107 4.41371136890656 1.27683527717885
14718365 4.41318478664414 1.27797401471202
14718968 4.41382755489553 1.28063516513837
14719126 4.4134473694824 1.28133254989204
14720136 4.32378140841724 1.28579013173522
14720625 4.23466493700577 1.28790446084394
14721748 4.15944943905251 1.29265998956819
14725933 3.61128870951725 1.31006728547063
14726158 2.74720202111211 1.31087982543027
14726406 2.58494197167285 1.31156113153151
14726911 1.67210981430855 1.3128665272272
14739379 1.66370191024829 1.333714392392
14781674 0.111387001599145 1.40408066468595
14848139 0.111391297393274 1.41148400174724
14851997 0.113357641202613 1.41191374937258
14863793 0.12363500223536 1.41325091610821
14868649 0.12363500223536 1.41385128767906
14868741 0.134713031320572 1.41386266209927
14869027 0.133738892989579 1.41390119002623
14869236 0.119060756130481 1.41392914145486
14878953 0.114006193421471 1.41508605482218
14884494 0.114006193421471 1.41571776313993
14904123 0.113744810873131 1.4179555907106
14935304 0.113703226224278 1.42150226765843
14961762 0.113914082066109 1.42451062761788
14973541 0.115579426115102 1.42585242159053
14984453 0.133019905909449 1.4271136242883
14990699 0.161165160954551 1.42794446662061
14993585 0.210930455550247 1.42840958927513
15002875 0.248368456655061 1.43036913320719
15003706 0.288015747715883 1.43057552739467
15005428 0.340404647248491 1.43107149051224
15006475 0.340590742406977 1.43142789417791
15006588 0.340697951723542 1.4314663809318
15008374 0.415412225049312 1.43207486747358
15019472 0.415500582719684 1.43668511234717
15023836 0.410539071548994 1.43849835689016
15035351 0.42105601302972 1.44322571429905
15036569 0.431138669759925 1.44373856052292
15056638 0.674363754532958 1.45239108248633
15064595 0.789844192064285 1.45775699488115
15226194 0.502016411413822 1.58539502647454
15227262 0.495981812745193 1.58593118000193
15228260 0.510451426046475 1.58642616985105
15228956 0.602409452269635 1.58678144404358
15229828 2.68040126136911 1.58730674508596
15229857 2.6919353350324 1.58738447672254
15230030 0.858770333260877 1.5878501815355
15230172 0.417738984322545 1.58797212692283
15230342 0.385155338866112 1.58804314255016
15230742 0.344967987069494 1.58819720468571
15232807 0.285113463663986 1.58890956357901
15232841 0.224307473354349 1.58891925743677
15233238 0.194746109063184 1.58900830750369
15233522 0.179154981737754 1.58906361539867
15236799 0.179703157030642 1.58965070627382
15237624 2.24707199681253 1.58979896137837
15239816 2.84763328937911 1.59472454319538
15244947 1.90635668204682 1.60933574960319
15245994 2.53890750469454 1.61133170504929
15251689 2.17738926903537 1.62579078328853
15252593 1.4426704741945 1.62775914318773
15252977 0.522004633364568 1.62831312864982
15254084 0.387495732254954 1.62889098777896
15261528 0.387302475469049 1.63177550600987
15263131 0.390984492803624 1.63239635187804
15263454 0.396414098559457 1.63252263986922
15264679 0.397305622924393 1.63300824713995
15264850 0.397742668406284 1.63307618640147
15264861 0.396659803880837 1.63308056157083
15265370 0.397361569392885 1.633282461411
15268003 0.407830294937553 1.63432871442321
15268644 0.414405579946708 1.63459013364227
15268818 0.419886264055289 1.63466224021318
15270718 0.478884874504212 1.63546002411488
15270764 0.538141289846319 1.63548205281911
15271316 1.89019732823521 1.63577910681111
15271436 1.90984557739773 1.63600593049049
15274688 2.63773005978785 1.64221674830819
15276979 2.69791454885175 1.64825978787517
15280447 2.86711228116922 1.65761615553058
15286128 2.94167394002808 1.67390422039991
15286382 1.12035597187698 1.67465140558067
15290261 2.19019375789178 1.67899726639558
15290552 3.60760738228039 1.67963461277913
15292889 2.49230554483116 1.68806559123152
15293401 1.48183267403857 1.68934165167047
15293421 0.135453604559655 1.68937128832395
15311685 0.136414643476329 1.69184521295763
15312930 0.137667966959826 1.69201504918876
15327532 0.141558921603999 1.69402527684231
15327674 0.144760450057582 1.69404537820917
15331859 0.145432616965458 1.69465120069267
15338099 0.152107517559509 1.69555870022253
15341363 0.167663214493985 1.69605517915984
15345454 0.18023893742487 1.69674108937034
15347780 0.184818848657766 1.69716032513879
15358160 0.200334095370358 1.69907874478786
15363844 0.198220203085584 1.70021744378594
15364974 0.194975107184333 1.70044143261543
15365080 0.194919780886089 1.70046209997679
15405264 0.194919780886089 1.70829475645192
15405346 0.231395271591011 1.70831073987395
15405626 0.282441824569577 1.70837553054999
15407252 0.526761368428341 1.70883478095674
15424379 0.607274711471047 1.71785662291382
15424461 0.8305859161282 1.71790641944016
15424642 1.06458315092796 1.71805675549098
15429274 1.2118494444756 1.72298790464608
15430576 1.40934363091947 1.72456573262278
15431692 1.54580507210251 1.72613856011489
15432151 1.72699815629505 1.72684808464298
15437913 2.28014715294094 1.73679904801956
15439633 2.68637452498719 1.74072090112261
15441286 6.1000223614543 1.74516147821242
15442058 6.2960183385264 1.74987069547546
15443302 6.2405862017903 1.75770294228859
15444663 6.15540167704075 1.76619638010922
15445597 3.73701018833913 1.77194552527558
15447037 2.52242351533402 1.77732681994679
15447620 1.74040726083137 1.77879739285623
15449907 1.74862292488699 1.78277770426175
15454932 1.78989267609716 1.79156453445931
15459163 0.770033024571203 1.79913757037187
15459316 0.610793096839579 1.79925538542463
15462210 0.624754216858477 1.80102302064689
15462259 0.637665337029277 1.80105363360351
15464193 7.82351580694531 1.80228687836533
15465028 7.82010092128495 1.80881951406413
15468501 0.624283519602236 1.83597872456375
15469303 0.615533624976868 1.83647939994647
15471261 0.602537758950872 1.83768461478417
15471418 0.587451763957367 1.83777921321233
15471970 0.526627253311774 1.83810348658603
15473661 0.389350369271889 1.83899401327139
15475051 0.371647823389286 1.83953521028467
15475465 0.337942391283398 1.83968907248356
15476541 0.304269001612718 1.84005269849658
15477158 0.265671735264819 1.84024043247057
15477632 0.225719379391918 1.84036636087309
15478271 0.211207365531395 1.84051059555652
15480220 0.206741706490557 1.84092223871194
15480848 0.205703076861396 1.84105207250362
15481820 0.200502668511924 1.84125201589433
15481884 0.158351354700862 1.84126484806511
15483173 0.155677743994888 1.84146896296132
15483704 0.105670800036077 1.84155162784338
15486834 0.0772714612825149 1.84188237744749
15486896 0.0484432449877377 1.84188716827809
15490787 0.0483574097075255 1.84207566094434
15496440 0.0482679252865826 1.84234902538142
15498032 0.0483059247292671 1.84242586791847
15498861 0.0483046831315577 1.84246591353007
15504963 0.0483166640344923 1.84276066870654
15507044 0.0483166640344923 1.8428612156844
15511212 0.0483166640344923 1.84306259954009
15513781 0.0483111539602182 1.84318672505
15514577 0.0483160575703629 1.84322518072855
15515147 0.0483430071319349 1.84325272088137
15523587 0.142928239541708 1.84366073586156
15523854 0.276034978546947 1.84369889770152
15527165 0.299350351606822 1.84461284951549
15529538 1.11539336632649 1.84532320789985
15529546 1.70566746811858 1.84533213104678
15529937 1.79909481777766 1.84599904702681
15534224 1.7992578297456 1.85371176651063
15535840 2.05647200817506 1.8566193671635
15538926 2.08456538815615 1.86296563978072
15539032 2.11939406504531 1.86318660371187
15539327 5.10237140650379 1.86381182496106
15544076 3.64611537390143 1.88804298677054
15545931 3.43484393691495 1.89480653078913
15548467 3.05795926020422 1.90351729501315
15549842 3.05484611168751 1.90772198899593
15551629 3.47992020108963 1.91318099899751
15552024 3.58954323347243 1.91455556747694
15552348 3.59162117847563 1.91571857948459
15552460 3.59214428694131 1.91612084105658
15552569 3.59596927250797 1.91651238478386
15552767 3.71526321189888 1.91722438669981
15552784 3.88428718912079 1.91728754617441
15552886 4.30071635165742 1.9176837434677
15553140 5.09118227516453 1.91877612542103
15555064 7.24853232402474 1.92857156011844
15557657 4.4461122009702 1.94736700443464
15561282 4.44293529816344 1.96348416116316
15561830 4.43881171049344 1.96591888970655
15562131 4.43837755386101 1.96725497203141
15562243 2.7948427871764 1.96775207031744
15562273 1.05483957132869 1.96783591560106
15562612 0.710201090148074 1.96819350621574
15563686 0.701063107940611 1.96895626218655
15563748 0.69162646812993 1.96899972809925
15564272 0.692062410613332 1.96936214036855
15564665 0.686921953231488 1.96963412089592
15565237 1.91274171318833 1.97002704025317
15565273 4.09093766549543 1.97009589895484
15565284 4.07943674978852 1.97014089926916
15566697 4.20185166089554 1.97590514339661
15569822 0.72338537874528 1.98903592983691
15570233 0.441373782008233 1.98933324122758
15570421 0.517922503926418 1.98941621949859
15570854 0.361777021274357 1.98964047994279
15573552 0.361543171217617 1.99061655434619
15575151 0.361499581668174 1.99119466187697
15577156 0.215436341269727 1.99191946853821
15577657 0.132188615108022 1.99202740214519
15580584 0.132927533916708 1.99241431822161
15581050 0.134686936152126 1.99247626245242
15584872 0.13806746560217 1.99299103592239
15585629 0.143064512485058 1.99309555299385
15585895 0.144922198005917 1.99313360815417
15585994 0.144931865814382 1.99314795545177
15586527 0.147597138687379 1.99322520413625
15586667 0.152019720796086 1.99324586773567
15587107 0.157542853558822 1.99331275641282
15587546 0.162425990080328 1.99338191772553
15587852 0.168772160400508 1.9934316200785
15588806 0.175762005019346 1.99359262871952
15589223 0.176339632184744 1.99366592147561
15590286 0.176476915137925 1.99385337050462
15591448 0.180124722950463 1.99405843668001
15591755 0.186773709286223 1.99411373496996
15593804 0.193007713630254 1.99449643430029
15593910 0.197508246118325 1.99451689311793
15594179 0.206126366375232 1.99457002283614
15594555 0.216075713109596 1.9946475263499
15596049 0.29925655549411 1.99497034346528
15596366 0.664304850629146 1.99506520779337
15597339 0.65163236324461 1.99571157641303
15597516 0.600498283478734 1.99582691534133
15598116 0.405349938306659 1.99618721431142
15598492 0.368940881748807 1.99633962588822
15599728 0.388115980392264 1.99679563681806
15599747 0.412153787701266 1.99680301102169
15599873 0.472105352054671 1.99685494239894
15599961 0.575493809622958 1.99689648766992
15600269 1.0043592345289 1.99707373976328
15600457 1.09849760972841 1.99726255929937
15600504 1.22314343193229 1.99731418868703
15601957 1.21229292597308 1.99909141609363
15602015 1.20800528229719 1.99916172908334
15602154 1.20337488543979 1.99932964181758
15603350 1.22849957345808 2.00076887818056
15604522 1.28316082981849 2.00220867968065
15605687 2.97610488453249 2.00370356204739
15606066 4.98271652516923 2.00483150579863
15606157 7.63286245984021 2.00528493300242
15606273 8.31404309104605 2.00617034504776
15609051 0.571591607700789 2.02926675675469
15612824 0.94280339114146 2.03142337189054
15612889 1.46545741389098 2.03148465411097
15613460 2.34991352157645 2.0323214302943
15616013 0.584065819873722 2.03832075951488
15618018 0.581365825418061 2.03949181148373
15619154 0.575627558414995 2.04015224306141
15619288 0.569650448875134 2.04022937715423
15619863 0.568179838437367 2.04055692616234
15619894 0.566766532562527 2.04057453973733
15620883 0.566791255203596 2.04113507183803
15628953 0.568049203641752 2.04570907726753
15629850 0.568721767823946 2.04621861740319
15630081 0.568831195655279 2.04634999213156
15630306 0.569221679443781 2.04647797915058
15630785 0.57014365435236 2.04675063633504
15631752 0.589215344649319 2.04730196524879
15631849 0.589119665793421 2.04735911913723
15632755 0.727684121876048 2.04789286155443
15632867 0.727624845641614 2.04797436217608
15633351 0.727684316272062 2.04832653260138
15633362 1.13523714298441 2.04833453712885
15634508 1.01871079896433 2.04963551889471
15635090 1.01897165480159 2.05022840857971
15635580 0.936919355801912 2.05072770469056
15637253 0.86028127907707 2.05229517077282
15638408 0.854229853938284 2.05328879565016
15639119 0.621431981813102 2.05389615307631
15639458 0.553115694261291 2.05410681851814
15639678 0.524075029760869 2.05422850397088
15639748 0.501784403242788 2.05426518922296
15640915 0.407089391981977 2.05485077162154
15641179 0.289942422640756 2.05495824322103
15641503 0.24093740286994 2.05505218456596
15641560 0.205152826096345 2.05506591799793
15642013 0.206511602476921 2.05515885222815
15642570 0.611864648521681 2.05527387919073
15642706 0.921924256711192 2.05535709278293
15643552 0.466363761325178 2.05613704070411
15643630 0.205129285436213 2.05617341707749
15644752 0.257436477559749 2.05640357213575
15644819 0.339831925730227 2.05642082037974
15645041 0.706252757799233 2.05649626306726
15646206 1.10314345615418 2.05731904753009
15646257 1.85779829993179 2.05737530784636
15646268 2.66960767608881 2.05739574362766
15646396 2.95152593490236 2.0577374534102
15646800 2.8445675830613 2.0589298698879
15647732 3.17185483722635 2.06158100687531
15648022 3.64133179878993 2.0625008447781
15648282 27.8152887628999 2.06344759104579
15648989 61.9027982935253 2.08311300020116
15649948 6.13617744791485 2.14247778376465
15653316 0.471548736886598 2.16314442940923
15654899 0.410690937958284 2.16389089105972
15655376 0.407152854619365 2.16408679063713
15655664 0.405143364106588 2.16420405065926
15655946 0.405244144149278 2.16431830108793
15656485 0.403949832799482 2.16453672768163
15657103 0.403561289013574 2.1647863686783
15657656 0.403699955399652 2.16500953807113
15658374 0.404679273244405 2.1652993946391
15658619 0.405433863473207 2.16539854106105
15658917 0.405757523057353 2.16551936035236
15659094 0.405321361825764 2.16559117943394
15659603 0.400760830681353 2.16579748800711
15659973 0.398797815938115 2.16594576951446
15660503 0.397616495948753 2.16615713235691
15660701 0.396867815241405 2.16623586042311
15660883 0.396264860699471 2.16630809036548
15661266 0.395766696462367 2.16645985980713
15662754 0.39590955185735 2.16704876065147
15662774 0.395851815484294 2.1670566788425
15662931 0.395630992094208 2.16711882757754
15663542 0.395665176526887 2.16736055811371
15663672 0.396385347740132 2.16741199458665
15664564 0.399988031047778 2.16776557031684
15665228 0.406250106161832 2.16803116236945
15666097 0.408017536117805 2.16838419371171
15667697 0.436385088152906 2.1690370217695
15668805 1.2413649611028 2.16952053644717
15669551 0.338444442385958 2.17044659470815
15669671 0.341499451121666 2.17048720804124
15670257 0.333046829303715 2.1706873267196
15670318 0.333579579189262 2.17070764257618
15670789 0.374912155833387 2.17086475855798
15670980 0.446549149314574 2.17093636677975
15671254 0.370266510880139 2.17105872124666
15671274 0.299399844068141 2.17106612657688
15673587 0.278909226647976 2.17175863841621
15673815 0.278822367660895 2.17182222971988
15674874 0.272987243968649 2.17211750260724
15675771 0.271106404700277 2.17236237216507
15676397 0.269180049352863 2.17253208477442
